Title,Authors,URL,Models,accuracy,precision,recall,f1,rmse,mse,bleu,auc,rouge
{C}on{SSED} at {S}em{E}val-2019 Task 3: Configurable Semantic and Sentiment Emotion Detector,"Po{\'s}wiata, Rafa{\l}",https://aclanthology.org/S19-2027,"LSTM, transformers, LSTMs, RNN, GRUs, BERT, rnns",,,,,,,,,
{CX}-{ST}-{RNM} at {S}em{E}val-2019 Task 3: Fusion of Recurrent Neural Networks Based on Contextualized and Static Word Representations for Contextual Emotion Detection,"Pere{\l}kiewicz, Micha{\l}",https://aclanthology.org/S19-2028,"LSTM, CNN, RNN, rnns, GRU",,,,0.7278,,,,,
{P}arallel{D}ots at {S}em{E}val-2019 Task 3: Domain Adaptation with feature embeddings for Contextual Emotion Analysis,"Jain, Akansha  and
Aggarwal, Ishita  and
Singh, Ankit",https://aclanthology.org/S19-2029,"ensemble, LSTM, LSTMs, CNNs, Cnn",,,,,,,,,
{E}-{LSTM} at {S}em{E}val-2019 Task 3: Semantic and Sentimental Features Retention for Emotion Detection in Text,"Patel, Harsh",https://aclanthology.org/S19-2030,"SVM, LSTM, SVMs, CNN-, CNN, LSTMs, CNNs, RNNs",,,,,,,,,
{EL}i{RF}-{UPV} at {S}em{E}val-2019 Task 3: Snapshot Ensemble of Hierarchical Convolutional Neural Networks for Contextual Emotion Detection,"Gonz{\'a}lez, Jos{\'e}-{\'A}ngel  and
Hurtado, Llu{\'\i}s-F.  and
Pla, Ferran",https://aclanthology.org/S19-2031,"Ensemble, transformers, ensembles, CNN, BERT, rnn",,,,,,,,,
{E}mo{D}et at {S}em{E}val-2019 Task 3: Emotion Detection in Text using Deep Learning,"Al-Omari, Hani  and
Abdullah, Malak  and
Bassam, Nabeel",https://aclanthology.org/S19-2032,"LSTM, LSTM(Turn3, LSTM(All, RNN, RNNs, cnn",,,,,,0.9,,,
{EMOMINER} at {S}em{E}val-2019 Task 3: A Stacked {B}i{LSTM} Architecture for Contextual Emotion Detection in Text,"Chakravartula, Nikhil  and
Indurthi, Vijayasaradhi",https://aclanthology.org/S19-2033,"SVM, LSTM, CNN, RNN, LSTMs, LSTM(256, RNNs",,,,0.6939,,,,,
{E}mo{S}ense at {S}em{E}val-2019 Task 3: Bidirectional {LSTM} Network for Contextual Emotion Detection in Textual Conversations,"Smetanin, Sergey",https://aclanthology.org/S19-2034,"cnns, LSTM, ensembles, CNN, LSTMs, RNN, RNNs",,,,,,,,,
{EPITA}-{ADAPT} at {S}em{E}val-2019 Task 3: Detecting emotions in textual conversations using deep learning models combination,"Bouchekif, Abdessalam  and
Joshi, Praveen  and
Bouchekif, Latifa  and
Afli, Haithem",https://aclanthology.org/S19-2035,"ensemble, LSTM, CNN, LSTMs, RNN, GRUs, GRU",,,,,,,,,
Figure Eight at {S}em{E}val-2019 Task 3: Ensemble of Transfer Learning Methods for Contextual Emotion Detection,"Xiao, Joan",https://aclanthology.org/S19-2036,"Ensemble, Transformers, LSTM, GPT, CNN, RNNs, BERT",,,,,,,,,
{G}en{SMT} at {S}em{E}val-2019 Task 3: Contextual Emotion Detection in tweets using multi task generic approach,"Bogdan, Dumitru",https://aclanthology.org/S19-2037,"Grus, LSTM",,,,0.7096,,,,,
{GWU} {NLP} Lab at {S}em{E}val-2019 Task 3 : {E}mo{C}ontext: Effectiveness of{C}ontextual Information in Models for Emotion Detection in{S}entence-level at Multi-genre Corpus,"Tafreshi, Shabnam  and
Diab, Mona",https://aclanthology.org/S19-2038,"ensemble, LSTM, CNN, RNN, GRU-, GRUs, rnns, lstm-, GRU",,,,,,,,,
{IIT} {G}andhinagar at {S}em{E}val-2019 Task 3: Contextual Emotion Detection Using Deep Learning,"Pamnani, Arik  and
Goel, Rajat  and
Choudhari, Jayesh  and
Singh, Mayank",https://aclanthology.org/S19-2039,"SVM, ensemble, LSTM, LSTM-, svms, CNN, RNN",,,,,,,,,
{KGPC}hamps at {S}em{E}val-2019 Task 3: A deep learning approach to detect emotions in the dialog utterances.,"Patro, Jasabanta  and
Choudhary, Nitin  and
Chittora, Kalpit  and
Mukherjee, Animesh",https://aclanthology.org/S19-2040,"GRUs, LSTM, RNN, LSTMs",,,,,,,,,
{KSU} at {S}em{E}val-2019 Task 3: Hybrid Features for Emotion Recognition in Textual Conversation,"Alswaidan, Nourah  and
Menai, Mohamed El Bachir",https://aclanthology.org/S19-2041,"CNNs, CNN, lstm",,,,,,,,,
{LIRMM}-Advanse at {S}em{E}val-2019 Task 3: Attentive Conversation Modeling for Emotion Detection and Classification,"Ragheb, Waleed  and
Az{\'e}, J{\'e}r{\^o}me  and
Bringay, Sandra  and
Servajean, Maximilien",https://aclanthology.org/S19-2042,"ensemble, LSTM, rnn",,,,0.7582,,,,,
{M}oon{G}rad at {S}em{E}val-2019 Task 3: Ensemble {B}i{RNN}s for Contextual Emotion Detection in Dialogues,"Bothe, Chandrakant  and
Wermter, Stefan",https://aclanthology.org/S19-2044,"LSTMs, Ensemble, LSTM, RNN",,,,0.721,,,,,
{NL}-{FIIT} at {S}em{E}val-2019 Task 3: Emotion Detection From Conversational Triplets Using Hierarchical Encoders,"Farkas, Michal  and
Lacko, Peter",https://aclanthology.org/S19-2046,"ensemble, LSTM, ensembles, LSTMs, Grus",,,,0.6948,,,,,
{NTUA}-{ISL}ab at {S}em{E}val-2019 Task 3: Determining emotions in contextual conversations with deep learning,"Potamias, Rolandos Alexandros  and
Siolas, Georgios",https://aclanthology.org/S19-2047,"SVM, LSTM, CNN, LSTMs, CNNs",,,,,,,,,
ntuer at {S}em{E}val-2019 Task 3: Emotion Classification with Word and Sentence Representations in {RCNN},"Zhong, Peixiang  and
Miao, Chunyan",https://aclanthology.org/S19-2048,"LSTM, transformers, CNN, LSTMs, CNNs, BERT, rnn",,,,,,,,,
{PKUSE} at {S}em{E}val-2019 Task 3: Emotion Detection with Emotion-Oriented Neural Attention Network,"Ma, Luyao  and
Zhang, Long  and
Ye, Wei  and
Hu, Wenhui",https://aclanthology.org/S19-2049,"LSTM, RNN",,,,,,,,,
{SINAI} at {S}em{E}val-2019 Task 3: Using affective features for emotion classification in textual conversations,"Plaza-del-Arco, Flor Miriam  and
Molina-Gonz{\'a}lez, M. Dolores  and
Martin, Maite  and
Ure{\~n}a-L{\'o}pez, L. Alfonso",https://aclanthology.org/S19-2053,SVM,,,,,,,,,
{SSN}{\_}{NLP} at {S}em{E}val-2019 Task 3: Contextual Emotion Identification from Textual Conversation using {S}eq2{S}eq Deep Neural Network,"B., Senthil Kumar  and
D., Thenmozhi  and
Chandrabose, Aravindan  and
Sharavanan, Srinethe",https://aclanthology.org/S19-2055,"SVM, LSTM, CNN, RNN, LSTMs, CNN+LSTM, RNNs, GRU",,,,,,,,,
"{SWAP} at {S}em{E}val-2019 Task 3: Emotion detection in conversations through Tweets, {CNN} and {LSTM} deep neural networks","Polignano, Marco  and
de Gemmis, Marco  and
Semeraro, Giovanni",https://aclanthology.org/S19-2056,"cnns, LSTM, CNN, gru, rnns",,,,0.7714,,,,,
{S}ymanto{R}esearch at {S}em{E}val-2019 Task 3: Combined Neural Models for Emotion Classification in Human-Chatbot Conversations,"Basile, Angelo  and
Franco-Salvador, Marc  and
Pawar, Neha  and
{\v{S}}tajner, Sanja  and
Chinea Rios, Mara  and
Benajiba, Yassine",https://aclanthology.org/S19-2057,"SVM, ensemble, LSTM, transformers, SVM-, BERT",,,,0.77,,0.71,,,
{TDB}ot at {S}em{E}val-2019 Task 3: Context Aware Emotion Detection Using A Conditioned Classification Approach,"Maity, Sourabh",https://aclanthology.org/S19-2058,"transformers, LSTMs/., RNN, lstm, BERT, GRU",,,,,,,,,
{THU}{\_}{NGN} at {S}em{E}val-2019 Task 3: Dialog Emotion Classification using Attentional {LSTM}-{CNN},"Ge, Suyu  and
Qi, Tao  and
Wu, Chuhan  and
Huang, Yongfeng",https://aclanthology.org/S19-2059,"SVM, ensemble, LSTM, LSTM-, CNN+CL+AT+WE, CNN+CL+AT, CNN, CNN+CL",,,,,,,,,
{THU}-{HCSI} at {S}em{E}val-2019 Task 3: Hierarchical Ensemble Classification of Contextual Emotion in Conversation,"Liang, Xihao  and
Ma, Ye  and
Xu, Mingxing",https://aclanthology.org/S19-2060,"Ensemble, LSTM, ensembles, CNN, rnns",,,0.8093,0.7709,,,,,
{T}okyo{T}ech{\_}{NLP} at {S}em{E}val-2019 Task 3: Emotion-related Symbols in Emotion Detection,"Yang, Zhishen  and
Vijlbrief, Sam  and
Okazaki, Naoaki",https://aclanthology.org/S19-2061,LSTM,,,,0.051,,,,,
Sentiment and Emotion Based Representations for Fake Reviews Detection,"Melleng, Alimuddin  and
Jurek-Loughrey, Anna  and
P, Deepak",https://aclanthology.org/R19-1087,"SVM, CNN, LSTM",,,,,,,,,
Neural Feature Extraction for Contextual Emotion Detection,"Mohammadi, Elham  and
Amini, Hessam  and
Kosseim, Leila",https://aclanthology.org/R19-1091,"SVM, GRU+NN, LSTM, GRU+SVM, CNN, RNN, GRU-, LSTM+NN, LSTM+SVM, GRU",,,,,,,,,
{E}mo{T}ag {--} Towards an Emotion-Based Analysis of Emojis,"Shoeb, Abu Awal Md  and
Raji, Shahab  and
de Melo, Gerard",https://aclanthology.org/R19-1126,"CNN, LSTM",,,,,,,,,
Adversarial Attention Modeling for Multi-dimensional Emotion Regression,"Zhu, Suyang  and
Li, Shoushan  and
Zhou, Guodong",https://aclanthology.org/P19-1045,"KNN, LSTM, CNN, LSTMs, CNNs, RNNs",,,,,,,,,
{MELD}: A Multimodal Multi-Party Dataset for Emotion Recognition in Conversations,"Poria, Soujanya  and
Hazarika, Devamanyu  and
Majumder, Navonil  and
Naik, Gautam  and
Cambria, Erik  and
Mihalcea, Rada",https://aclanthology.org/P19-1050,"LSTM, SVMs, GRUs, CNN, RNN, RNNs, GRU",,,,,,,,,
Multimodal and Multi-view Models for Emotion Recognition,"Aguilar, Gustavo  and
Rozgic, Viktor  and
Wang, Weiran  and
Wang, Chao",https://aclanthology.org/P19-1095,"SVM, ensemble, LSTM, LSTMs",,,,,,,,,
Emotion-Cause Pair Extraction: A New Task to Emotion Analysis in Texts,"Xia, Rui  and
Ding, Zixiang",https://aclanthology.org/P19-1096,"SVM, ensemble, LSTM, svms, CNN, LSTMs",,,,,,,,,
Generating Responses with a Specific Emotion in Dialog,"Song, Zhenqiao  and
Zheng, Xiaoqing  and
Liu, Lu  and
Xu, Mu  and
Huang, Xuanjing",https://aclanthology.org/P19-1359,"LSTMs, RNN, LSTM, RNNs",,,,,,,,,
Crowdsourcing and Validating Event-focused Emotion Corpora for {G}erman and {E}nglish,"Troiano, Enrica  and
Pad{\'o}, Sebastian  and
Klinger, Roman",https://aclanthology.org/P19-1391,,,,,,,,,,
Emotion Impacts Speech Recognition Performance,"Munot, Rushab  and
Nenkova, Ani",https://aclanthology.org/N19-3003,,,,,,,,,,
Multi-task Learning for Multi-modal Emotion Recognition and Sentiment Analysis,"Akhtar, Md Shad  and
Chauhan, Dushyant  and
Ghosal, Deepanway  and
Poria, Soujanya  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/N19-1034,"SVM, CNN, LSTM, GRU",,,,,,,,,
{H}i{GRU}: {H}ierarchical Gated Recurrent Units for Utterance-Level Emotion Recognition,"Jiao, Wenxiang  and
Yang, Haiqin  and
King, Irwin  and
Lyu, Michael R.",https://aclanthology.org/N19-1037,"GRU(e(uj, LSTM, RNNs, CNN-, GRU(e(wk, CNN, RNN, CNNs, GRUs, GRU",0.6,,,,,,,,
"Frowning {F}rodo, Wincing {L}eia, and a Seriously Great Friendship: Learning to Classify Emotional Relationships of Fictional Characters","Kim, Evgeny  and
Klinger, Roman",https://aclanthology.org/N19-1067,"GRU+Entity, GRU+MRole, GRU+MEntity, GRU+Role, GRU+NoInd, GRU",,,,,,,,,
Multi-Channel Convolutional Neural Network for {T}witter Emotion and Sentiment Recognition,"Islam, Jumayel  and
Mercer, Robert E.  and
Xiao, Lu",https://aclanthology.org/N19-1137,"CNN†‡, SVM, LSTM, CNN, CNNs, CNN†",,,,,,,,,
Detecting Depression in Social Media using Fine-Grained Emotions,"Arag{\'o}n, Mario Ezra  and
L{\'o}pez-Monroy, Adrian Pastor  and
Gonz{\'a}lez-Gurrola, Luis Carlos  and
Montes-y-G{\'o}mez, Manuel",https://aclanthology.org/N19-1151,"SVM, ensemble, LSTM",,,,0.63,,,,,
Improving Multi-label Emotion Classification by Integrating both General and Domain-specific Knowledge,"Ying, Wenhao  and
Xiang, Rong  and
Lu, Qin",https://aclanthology.org/D19-5541,"lstms, transformer, cnns, LSTM, ensemble, transformers, CNN, RoBERTa, BERT, XLNet, rnns, BERTs",,,,,,,,,
A Time Series Analysis of Emotional Loading in Central Bank Statements,"Buechel, Sven  and
Junker, Simon  and
Schlaak, Thore  and
Michelsen, Claus  and
Hahn, Udo",https://aclanthology.org/D19-5103,"CNN, LSTM",,,,,,,,,
{D}ialogue{GCN}: A Graph Convolutional Neural Network for Emotion Recognition in Conversation,"Ghosal, Deepanway  and
Majumder, Navonil  and
Poria, Soujanya  and
Chhaya, Niyati  and
Gelbukh, Alexander",https://aclanthology.org/D19-1015,"lstms, LSTM, LSTM+Att, CNN, RNN, GRUS, RNNs, bert, GRUS(gi(+,−)1,ui, GRU",,,,,,,,,
Knowledge-Enriched Transformer for Emotion Detection in Textual Conversations,"Zhong, Peixiang  and
Wang, Di  and
Miao, Chunyan",https://aclanthology.org/D19-1016,"Transformer, LSTM, transformers, CNN, RNN, CNNs, RNNs, BERT, CNN+cLSTM, GRU",,,,,,,,,
Interpretable Relevant Emotion Ranking with Event-Driven Attention,"Yang, Yang  and
Zhou, Deyu  and
He, Yulan  and
Zhang, Meng",https://aclanthology.org/D19-1017,"SVM, LSTM, CNN, RNN, RNNs",,1.0,,,,,,,
Modelling the interplay of metaphor and emotion through multitask learning,"Dankers, Verna  and
Rei, Marek  and
Lewis, Martha  and
Shutova, Ekaterina",https://aclanthology.org/D19-1227,"ensemble, LSTM, Transformer, transformers, CNN, BERT",,,,0.745,,,,,
Text Emotion Distribution Learning from Small Sample: A Meta-Learning Approach,"Zhao, Zhenjie  and
Ma, Xiaojuan",https://aclanthology.org/D19-1408,"KNN, SVM, transformer, transformers, ensembles, CNN, BERT, XLNet",,,,,,,,,
Emotion Detection with Neural Personal Discrimination,"Zhou, Xiabing  and
Wang, Zhongqing  and
Li, Shoushan  and
Zhou, Guodong  and
Zhang, Min",https://aclanthology.org/D19-1552,"kNN, SVM, LSTM(xt, LSTM",,,,0.358,,,,,
A Knowledge Regularized Hierarchical Approach for Emotion Cause Analysis,"Fan, Chuang  and
Yan, Hongyu  and
Du, Jiachen  and
Gui, Lin  and
Bing, Lidong  and
Yang, Min  and
Xu, Ruifeng  and
Mao, Ruibin",https://aclanthology.org/D19-1563,"SVM, LSTM, SVMs, CNN, RNN, CNN∗, SVM∗, GRU",,,,,,,,,
Context-aware Interactive Attention for Multi-modal Sentiment and Emotion Analysis,"Chauhan, Dushyant Singh  and
Akhtar, Md Shad  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/D19-1566,"Ensemble, SVM, LSTM, LSTM†, CNN, GRU, SVM⋆, LSTM⋆",,,,,,,,,
{DENS}: A Dataset for Multi-class Emotion Analysis,"Liu, Chen  and
Osama, Muhammad  and
De Andrade, Anderson",https://aclanthology.org/D19-1656,"Transformers, SVM, RNN, lstm, BERT, GRU",,,,,,,,,
Converting Sentiment Annotated Data to Emotion Annotated Data,"Kulkarni, Manasi  and
Bhattacharyya, Pushpak",https://aclanthology.org/2019.icon-1.20,"RNN)-based, SVM",,,,,,,,,
"Propagation of emotions, arousal and polarity in {W}ord{N}et using Heterogeneous Structured Synset Embeddings","Koco{\'n}, Jan  and
Janz, Arkadiusz",https://aclanthology.org/2019.gwc-1.43,"bert, ensemble",,1.0,1.0,,,,,,
Creating a Dataset for Multilingual Fine-grained Emotion-detection Using Gamification-based Annotation,"{\""O}hman, Emily  and
Kajava, Kaisla  and
Tiedemann, J{\""o}rg  and
Honkela, Timo",https://aclanthology.org/W18-6205,SVMs,,,,,,,,,
{IEST}: {WASSA}-2018 Implicit Emotions Shared Task,"Klinger, Roman  and
De Clercq, Orph{\'e}e  and
Mohammad, Saif  and
Balahur, Alexandra",https://aclanthology.org/W18-6206,"transformer, ensemble, LSTM, ensembles, CNN, RNN, GRU",,,,,,,,,
{IIIDYT} at {IEST} 2018: Implicit Emotion Classification With Deep Contextualized Word Representations,"Balazs, Jorge  and
Marrese-Taylor, Edison  and
Matsuo, Yutaka",https://aclanthology.org/W18-6208,"LSTM, Ensembles, LSTMs",,,,,,,,,
{NTUA}-{SLP} at {IEST} 2018: Ensemble of Neural Transfer Methods for Implicit Emotion Classification,"Chronopoulou, Alexandra  and
Margatina, Aikaterini  and
Baziotis, Christos  and
Potamianos, Alexandros",https://aclanthology.org/W18-6209,"Ensemble, SVM, LSTM, SVMs, RNN-, RNN, LSTMs",,,,,,,,,
Leveraging Writing Systems Change for Deep Learning Based {C}hinese Emotion Analysis,"Xiang, Rong  and
Long, Yunfei  and
Lu, Qin  and
Xiong, Dan  and
Chen, I-Hsuan",https://aclanthology.org/W18-6214,"SVM, LSTM, CNN, LSTM(CN, LSTM(WSCs, LSTM(CN+WSCs",,,,,,,,,
The Role of Emotions in Native Language Identification,"Markov, Ilia  and
Nastase, Vivi  and
Strapparava, Carlo  and
Sidorov, Grigori",https://aclanthology.org/W18-6218,SVM,,,,,,,,,
{UTFPR} at {IEST} 2018: Exploring Character-to-Word Composition for Emotion Analysis,"Paetzold, Gustavo",https://aclanthology.org/W18-6224,"RNN, GRU",,,,,,,,,
{HUMIR} at {IEST}-2018: Lexicon-Sensitive and Left-Right Context-Sensitive {B}i{LSTM} for Implicit Emotion Recognition,"Naderalvojoud, Behzad  and
Ucan, Alaettin  and
Akcapinar Sezer, Ebru",https://aclanthology.org/W18-6225,"CNN, SVM, ensemble, LSTM",,,,,,,,,
{NLP} at {IEST} 2018: {B}i{LSTM}-Attention and {LSTM}-Attention via Soft Voting in Emotion Classification,"Zhou, Qimin  and
Wu, Hao",https://aclanthology.org/W18-6226,"ensemble, LSTM, LSTM-, LSTMs, RNN",0.2,,,,,,,,
{SINAI} at {IEST} 2018: Neural Encoding of Emotional External Knowledge for Emotion Classification,"Plaza-del-Arco, Flor Miriam  and
Mart{\'\i}nez-C{\'a}mara, Eugenio  and
Martin, Maite  and
Ure{\~n}a- L{\'o}pez, L. Alfonso",https://aclanthology.org/W18-6227,"SVM, LSTM, LSTMs, RNN, RNNs, RNN(we1",,,,,,,,,
{E}mo{NLP} at {IEST} 2018: An Ensemble of Deep Learning Models and Gradient Boosting Regression Tree for Implicit Emotion Prediction in Tweets,"Liu, Man",https://aclanthology.org/W18-6228,"Ensemble, LSTM, lightGBM",,,,0.57,,,,,
{HGSGNLP} at {IEST} 2018: An Ensemble of Machine Learning and Deep Neural Architectures for Implicit Emotion Classification in Tweets,"Wang, Wenting",https://aclanthology.org/W18-6229,"Ensemble, LSTM, CNN, LSTMs, RNN, CNN+LSTM",,,,,,,,,
{D}ata{SEARCH} at {IEST} 2018: Multiple Word Embedding based Models for Implicit Emotion Classification of Tweets with Deep Learning,"Senarath, Yasas  and
Thayasivam, Uthayasanker",https://aclanthology.org/W18-6230,"CNN, LSTM, LSTM-",,,,,,,,,
{NL}-{FIIT} at {IEST}-2018: Emotion Recognition utilizing Neural Networks and Multi-level Preprocessing,"Pecar, Samuel  and
Farkas, Michal  and
Simko, Marian  and
Lacko, Peter  and
Bielikova, Maria",https://aclanthology.org/W18-6231,"LSTM-2x256, LSTM-1024, LSTM, LSTMs, LSTM-2x1024, LSTM-256, LSTM-2048",,,,,,,,,
{UWB} at {IEST} 2018: Emotion Prediction in Tweets with Bidirectional Long Short-Term Memory Neural Network,"P{\v{r}}ib{\'a}{\v{n}}, Pavel  and
Mart{\'\i}nek, Ji{\v{r}}{\'\i}",https://aclanthology.org/W18-6232,"cnns, LSTM, LSTMs/, CNN, LSTMs, RNN, rnns, GRU",,,0.609,0.657,,,,,
{USI}-{IR} at {IEST} 2018: Sequence Modeling and Pseudo-Relevance Feedback for Implicit Emotion Detection,"R{\'\i}ssola, Esteban  and
Giachanou, Anastasia  and
Crestani, Fabio",https://aclanthology.org/W18-6233,"lstms, lstm, RNN",,,,,,,,,
{E}moti{KLUE} at {IEST} 2018: Topic-Informed Classification of Implicit Emotions,"Proisl, Thomas  and
Heinrich, Philipp  and
Kabashi, Besim  and
Evert, Stefan",https://aclanthology.org/W18-6234,"LSTM, LSTMs",,,,,,,,,
{B}rain{T} at {IEST} 2018: Fine-tuning Multiclass Perceptron For Implicit Emotion Classification,"Gratian, Vachagan  and
Haid, Marina",https://aclanthology.org/W18-6235,SVM,,,,,,,,,
Disney at {IEST} 2018: Predicting Emotions using an Ensemble,"Witon, Wojciech  and
Colombo, Pierre  and
Modi, Ashutosh  and
Kapadia, Mubbasir",https://aclanthology.org/W18-6236,"Ensemble, CNN, LSTM, CNN-",,,,,,,,,
Sentylic at {IEST} 2018: Gated Recurrent Neural Network and Capsule Network Based Approach for Implicit Emotion Detection,"Rathnayaka, Prabod  and
Abeysinghe, Supun  and
Samarajeewa, Chamod  and
Manchanayake, Isura  and
Walpola, Malaka",https://aclanthology.org/W18-6237,"LSTM, RNNs, CNN, RNN, CNNs, GRUs, GRU",,0.692,,,,,,,
{E}mo2{V}ec: Learning Generalized Emotion Representation by Multi-task Training,"Xu, Peng  and
Madotto, Andrea  and
Wu, Chien-Sheng  and
Park, Ji Ho  and
Fung, Pascale",https://aclanthology.org/W18-6243,"SVM, CNN, LSTM",,,,,,,,,
{UBC}-{NLP} at {IEST} 2018: Learning Implicit Emotion With an Ensemble of Language Models,"Alhuzali, Hassan  and
Elaraby, Mohamed  and
Abdul-Mageed, Muhammad",https://aclanthology.org/W18-6250,"Ensemble, LSTM, RNNs",,,,,,,,,
Unsupervised Counselor Dialogue Clustering for Positive Emotion Elicitation in Neural Dialogue System,"Lubis, Nurul  and
Sakti, Sakriani  and
Yoshino, Koichiro  and
Nakamura, Satoshi",https://aclanthology.org/W18-5017,"GRU, RNNs, RNN",,,,,,,,,
An Analysis of the Effect of Emotional Speech Synthesis on Non-Task-Oriented Dialogue System,"Chiba, Yuya  and
Nose, Takashi  and
Kase, Taketo  and
Yamanaka, Mai  and
Ito, Akinori",https://aclanthology.org/W18-5044,,,,,,,,,,
{S}ocial{NLP} 2018 {E}motion{X} Challenge Overview: Recognizing Emotions in Dialogues,"Hsu, Chao-Chun  and
Ku, Lun-Wei",https://aclanthology.org/W18-3505,"LSTM+Attension, LSTM, CNN, CNN+Attension, Xgboost, GRU",,,,,,,,,
{E}motion{X}-{DLC}: Self-Attentive {B}i{LSTM} for Detecting Sequential Emotions in Dialogues,"Luo, Linkai  and
Yang, Haiqin  and
Chin, Francis Y. L.",https://aclanthology.org/W18-3506,"ensemble, CNN, LSTM, LSTMs",,,,,,,,,
{E}motion{X}-{AR}: {CNN}-{DCNN} autoencoder based Emotion Classifier,"Khosla, Sopan",https://aclanthology.org/W18-3507,"ensemble, LSTM, RNN-, CNN-, CNN, ENSEMBLE(data",,,,,,,,,
{E}motion{X}-{S}mart{D}ubai{\_}{NLP}: Detecting User Emotions In Social Media Text,"AlBalooshi, Hessa  and
Rahmanian, Shahram  and
Venkatesh Kumar, Rahul",https://aclanthology.org/W18-3508,"LSTM, CNN, Xgboost, CNN+LSTM(fastText, CNN+LSTM, CNN+BiLSTM",,,,,,,,,
{E}motion{X}-Area66: Predicting Emotions in Dialogues using Hierarchical Attention Network with Sequence Labeling,"Saxena, Rohit  and
Bhat, Savita  and
Pedanekar, Niranjan",https://aclanthology.org/W18-3509,"GRU(xij, lstm, rnn, GRU",,,,,,,,,
{E}motion{X}-{JTML}: Detecting emotions with Attention,"Torres, Johnny",https://aclanthology.org/W18-3510,"SVM, LSTM, GRUs, CNN, CNNs, RNNs, GRU",,,,,,,,,
Recognizing Emotions in Video Using Multimodal {DNN} Feature Fusion,"Williams, Jennifer  and
Kleinegesse, Steven  and
Comanescu, Ramona  and
Radu, Oana",https://aclanthology.org/W18-3302,"LSTM, CNN, LSTMs, RNN, CNNs, RNNs",,,,,,,,,
Multimodal Relational Tensor Network for Sentiment and Emotion Classification,"Sahay, Saurav  and
Kumar, Shachi H  and
Xia, Rui  and
Huang, Jonathan  and
Nachman, Lama",https://aclanthology.org/W18-3303,"SVM, LSTM, CNN, LSTMs, RNN",,,,,,,,,
Convolutional Attention Networks for Multimodal Emotion Recognition from Speech and Text Data,"Choi, Woo Yong  and
Song, Kyu Ye  and
Lee, Chan Woo",https://aclanthology.org/W18-3304,"CNN, CNNs, LSTM",,,,,,,,,
{ASR}-based Features for Emotion Recognition: A Transfer Learning Approach,"Tits, No{\'e}  and
El Haddad, Kevin  and
Dutoit, Thierry",https://aclanthology.org/W18-3307,lstm,,,,,,,,,
Social and Emotional Correlates of Capitalization on {T}witter,"Chan, Sophia  and
Fyshe, Alona",https://aclanthology.org/W18-1102,,,,,,,,,,
Enabling Deep Learning of Emotion With First-Person Seed Expressions,"Alhuzali, Hassan  and
Abdul-Mageed, Muhammad  and
Ungar, Lyle",https://aclanthology.org/W18-1104,"SVM, ensemble, LSTM, SVMs, RNNs, LSTMs, GRUs, rnn, GRU",,,,,,,,,
{E}mo{W}ord{N}et: Automatic Expansion of Emotion Lexicon Using {E}nglish {W}ord{N}et,"Badaro, Gilbert  and
Jundi, Hussein  and
Hajj, Hazem  and
El-Hajj, Wassim",https://aclanthology.org/S18-2009,,,,,0.24,,,,,
{NLPZZX} at {S}em{E}val-2018 Task 1: Using Ensemble Method for Emotion and Sentiment Intensity Determination,"Zhang, Zhengxin  and
Zhou, Qimin  and
Wu, Hao",https://aclanthology.org/S18-1015,"Ensemble, CNN+GT, LSTM, LSTM-, CNN",,,,,,,,,
{LT}3 at {S}em{E}val-2018 Task 1: A classifier chain to detect emotions in tweets,"De Bruyne, Luna  and
De Clercq, Orph{\'e}e  and
Hoste, V{\'e}ronique",https://aclanthology.org/S18-1016,"SVM, ensemble",,,,,,,,,
{SINAI} at {S}em{E}val-2018 Task 1: Emotion Recognition in Tweets,"Plaza-del-Arco, Flor Miriam  and
Jim{\'e}nez-Zafra, Salud Mar{\'\i}a  and
Martin, Maite  and
Ure{\~n}a-L{\'o}pez, L. Alfonso",https://aclanthology.org/S18-1017,SVM,1.0,,,,,,,,
{UWB} at {S}em{E}val-2018 Task 1: Emotion Intensity Detection in Tweets,"P{\v{r}}ib{\'a}{\v{n}}, Pavel  and
Hercig, Tom{\'a}{\v{s}}  and
Lenc, Ladislav",https://aclanthology.org/S18-1018,SVM,,,,,,,,,
{A}ttn{C}onvnet at {S}em{E}val-2018 Task 1: Attention-based Convolutional Neural Networks for Multi-label Emotion Classification,"Kim, Yanghoon  and
Lee, Hwanhee  and
Jung, Kyomin",https://aclanthology.org/S18-1019,"ensemble, Transformer, Lstm, CNN, CNNs",,,,,,,,,
Tw-{S}t{AR} at {S}em{E}val-2018 Task 1: Preprocessing Impact on Multi-label Emotion Classification,"Mulki, Hala  and
Bechikh Ali, Chedi  and
Haddad, Hatem  and
Babao{\u{g}}lu, Ismail",https://aclanthology.org/S18-1024,"KNN, SVM",,,,,,,,,
{E}mo{I}ntens Tracker at {S}em{E}val-2018 Task 1: Emotional Intensity Levels in {\#}Tweets,"Turcu, Ramona-Andreea  and
Amarandei, Sandra Maria  and
Flescan-Lovin-Arseni, Iuliana-Alexandra  and
Gifu, Daniela  and
Trandabat, Diana",https://aclanthology.org/S18-1026,"KNN, SVM, Ensemble, LSTM, CNN, LSTMs",,,,,,,,,
