Database,Category,Subcategory,Paper Title
acl,emotion_and_empathy,papers,{wassa}@{iitk} at {wassa} 2021: multi-task learning and transformer finetuning for emotion classification and empathy prediction
acl,emotion_and_empathy,papers,"team bias busters at {wassa} 2023 empathy, emotion and personality shared task: emotion detection with generative pretrained transformers"
acl,emotion_and_empathy,papers,supporting cognitive and emotional empathic writing of students
acl,emotion_and_empathy,papers,{hit}-{scir} at {wassa} 2023: empathy and emotion analysis at the utterance-level and the essay-level
acl,emotion_and_empathy,papers,empathic machines: using intermediate features as levers to emulate emotions in text-to-speech systems
acl,emotion_and_empathy,papers,{iucl} at {wassa} 2022 shared task: a text-only approach to empathy and emotion detection
acl,emotion_and_empathy,papers,{asem}: enhancing empathy in chatbot through attention-based sentiment and emotion modeling
acl,emotion_and_empathy,papers,"curtin {ocai} at {wassa} 2023 empathy, emotion and personality shared task: demographic-aware prediction using multiple transformers"
acl,emotion_and_empathy,papers,{ncuee}-{nlp} at {wassa} 2023 shared task 1: empathy and emotion prediction using sentiment-enhanced {r}o{bert}a transformers
acl,emotion_and_empathy,machine_learning,"{a}ditya{p}atkar at {wassa} 2023 empathy, emotion, and personality shared task: {r}o{bert}a-based emotion classification of essays, improving performance on imbalanced data"
acm,emotion,papers,understanding the performance of ai algorithms in text-based emotion detection for conversational agents
acm,emotion,papers,ubiquitous emotion-aware computing
acm,emotion,papers,emotion recognition with conversational generation transfer
acm,emotion,papers,total vrecall: using biosignals to recognize emotional autobiographical memory in virtual reality
acm,emotion,papers,unobtrusive assessment of students' emotional engagement during lectures using electrodermal activity sensors
acm,emotion,papers,personality-affected emotion generation in dialog systems
acm,emotion,papers,multi-modal attentive prompt learning for few-shot emotion recognition in conversations
acm,emotion,papers,recent trends in deep learning based textual emotion cause extraction
acm,emotion,papers,a consistent dual-mrc framework for emotion-cause pair extraction
acm,emotion,papers,multimodal emotion-cause pair extraction with holistic interaction and label constraint
acm,emotion,papers,prototyping a zoomorphic interactive robot companion with emotion recognition and affective voice interaction for elderly people
acm,emotion,papers,embodying care in matilda: an affective communication robot for emotional wellbeing of older people in australian residential care facilities
acm,emotion,papers,music theory-inspired acoustic representation for speech emotion recognition
acm,emotion,papers,robots’ “woohoo” and “argh” can enhance users’ emotional and social perceptions: an exploratory study on non-lexical vocalizations and non-linguistic sounds
acm,emotion,papers,patent applications as glimpses into the sociotechnical imaginary: ethical speculation on the imagined futures of emotion ai for mental health monitoring and detection
acm,emotion,papers,emotional biosensing: exploring critical alternatives
acm,emotion,papers,decoding functional brain data for emotion recognition: a machine learning approach
acm,emotion,papers,values in emotion artificial intelligence hiring services: technosolutions to organizational problems
acm,emotion,papers,target-guided emotion-aware chat machine
acm,emotion,papers,emotional body language displayed by artificial agents
acm,emotion,papers,the empathetic car: exploring emotion inference via driver behaviour and traffic context
acm,emotion,papers,emoint-trans: a multimodal transformer for identifying emotions and intents in social conversations
acm,emotion,papers,technical design space analysis for unobtrusive driver emotion assessment using multi-domain context
acm,emotion,papers,affective automotive user interfaces–reviewing the state of driver affect research and emotion regulation in the car
acm,emotion,papers,happiness and fear: using emotions as a lens to disentangle how users felt about the launch of facebook reactions
acm,emotion,papers,fatima toolkit: toward an accessible tool for the development of socio-emotional agents
acm,emotion,papers,troi: towards understanding users perspectives to mobile automatic emotion recognition system in their natural setting
acm,emotion,papers,crowdsourcing empathetic intelligence: the case of the annotation of emma database for emotion and mood recognition
acm,emotion,papers,peace: a model of key social and emotional qualities of conversational chatbots
acm,emotion,papers,automated emotion recognition in the workplace: how proposed technologies reveal potential futures of work
acm,emotion,papers,emotion prediction oriented method with multiple supervisions for emotion-cause pair extraction
acm,emotion,papers,data subjects' conceptualizations of and attitudes toward automatic emotion recognition-enabled wellbeing interventions on social media
acm,emotion,papers,chinese emotional dialogue response generation via reinforcement learning
acm,emotion,papers,an emotional analysis of false information in social media and news articles
acm,emotion,papers,sonification of emotion in social media: affect and accessibility in facebook reactions
acm,emotion,papers,driver emotion recognition for intelligent vehicles: a survey
acm,emotion,papers,speech emotion recognition considering nonverbal vocalization in affective conversations
acm,emotion,papers,emotion work in caregiving: the role of technology to support informal caregivers of persons living with dementia
acm,emotion,papers,positive emotion elicitation in chat-based dialogue systems
acm,emotion,papers,chatbot-based emotion management for distributed teams: a participatory design study
acm,emotion,papers,isnet: individual standardization network for speech emotion recognition
acm,emotion,papers,social-emotional-sensory design map for affective computing informed by neurodivergent experiences
acm,emotion,papers,a personality-based model of emotional contagion and control in crowd queuing simulations
acm,emotion,papers,what does touch tell us about emotions in touchscreen-based gameplay?
acm,emotion,papers,emotional labor in everyday resilience: class-based experiences of navigating unemployment amid the covid-19 pandemic in the u.s.
acm,emotion,papers,emotion ontology studies: a framework for expressing feelings digitally and its application to sentiment analysis
acm,emotion,papers,latent discriminative models for social emotion detection with emotional dependency
acm,emotion,papers,towards a small set of robust acoustic features for emotion recognition: challenges
acm,emotion,machine_learning,technical design space analysis for unobtrusive driver emotion assessment using multi-domain context
acm,emotion,machine_learning,music theory-inspired acoustic representation for speech emotion recognition
acm,emotion,machine_learning,robots’ “woohoo” and “argh” can enhance users’ emotional and social perceptions: an exploratory study on non-lexical vocalizations and non-linguistic sounds
acm,emotion,machine_learning,decoding functional brain data for emotion recognition: a machine learning approach
acm,emotion,machine_learning,speech emotion recognition considering nonverbal vocalization in affective conversations
acm,emotion,machine_learning,total vrecall: using biosignals to recognize emotional autobiographical memory in virtual reality
acm,emotion,machine_learning,personality-affected emotion generation in dialog systems
acm,emotion,machine_learning,troi: towards understanding users perspectives to mobile automatic emotion recognition system in their natural setting
acm,emotion,machine_learning,multi-modal attentive prompt learning for few-shot emotion recognition in conversations
acm,emotion,machine_learning,isnet: individual standardization network for speech emotion recognition
acm,emotion,machine_learning,data subjects' conceptualizations of and attitudes toward automatic emotion recognition-enabled wellbeing interventions on social media
acm,emotion,machine_learning,emotion prediction oriented method with multiple supervisions for emotion-cause pair extraction
acm,emotion,machine_learning,multimodal emotion-cause pair extraction with holistic interaction and label constraint
acm,emotion,machine_learning,towards a small set of robust acoustic features for emotion recognition: challenges
acm,emotion,dataset,multi-modal attentive prompt learning for few-shot emotion recognition in conversations
acm,emotion,dataset,crowdsourcing empathetic intelligence: the case of the annotation of emma database for emotion and mood recognition
acm,emotion,dataset,emotion recognition with conversational generation transfer
acm,emotion,dataset,emoint-trans: a multimodal transformer for identifying emotions and intents in social conversations
acm,empathy,papers,virtual empathy: usability and immersivity of a vr system for enhancing social cohesion through cultural heritage
acm,empathy,papers,accountability and empathy by design: encouraging bystander intervention to cyberbullying on social media
acm,empathy,papers,from digital media to empathic spaces: a systematic review of empathy research in extended reality environments
acm,empathy,papers,the effects of healthcare robot empathy statements and head nodding on trust and satisfaction: a video study
acm,empathy,papers,empathic robot for group learning: a field study
acm,empathy,papers,empathy in virtual agents and robots: a survey
acm,empathy,papers,better feedback from nicer people: narrative empathy and ingroup framing improve feedback exchange
acm,empathy,papers,the language of situational empathy
acm,empathy,papers,i can help you change! an empathic virtual agent delivers behavior change health interventions
acm,empathy,papers,empathetic response generation based on plug-and-play mechanism with empathy perturbation
acm,empathy,papers,open questions for empathy-building interventions for inclusive software development
acm,empathy,machine_learning,empathetic response generation based on plug-and-play mechanism with empathy perturbation
acm,empathy,dataset,the language of situational empathy
acm,emotion_and_empathy,papers,an autonomous cognitive empathy model responsive to users’ facial emotion expressions
acm,emotion_and_empathy,papers,an interdisciplinary approach to detecting empathy through emotional analytics and eye tracking
anthology+abstracts,emotion,papers,conversational analysis of daily dialog data using polite emotional dialogue acts
anthology+abstracts,emotion,papers,a knowledge regularized hierarchical approach for emotion cause analysis
anthology+abstracts,emotion,papers,towards a contextualised spatial-diachronic history of literature: mapping emotional representations of the city and the country in {p}olish fiction from 1864 to 1939
anthology+abstracts,emotion,papers,tracking sentiment in mail: how genders differ on emotional axes
anthology+abstracts,emotion,papers,emotions evoked by common words and phrases: using {m}echanical {t}urk to create an emotion lexicon
anthology+abstracts,emotion,papers,determining reliability of subjective and multi-label emotion annotation through novel fuzzy agreement measure
anthology+abstracts,emotion,papers,{pal} to lend a helping hand: towards building an emotion adaptive polite and empathetic counseling conversational agent
anthology+abstracts,emotion,papers,objective analysis of emotional speech for {e}nglish and {s}lovenian interface emotional speech databases
anthology+abstracts,emotion,papers,understanding emotions: a dataset of tweets to study interactions between affect categories
anthology+abstracts,emotion,papers,{n}ews{v}iz: emotional visualization of news stories
anthology+abstracts,emotion,papers,alternation across semantic fields: a study on {m}andarin verbs of emotion
anthology+abstracts,emotion,papers,"multi-dimensional insights: annotated dataset of stance, sentiment, and emotion in {f}acebook comments on {t}unisia{'}s {j}uly 25 measures"
anthology+abstracts,emotion,papers,labeling emotion in {b}engali blog corpus {--} a fine grained tagging at sentence level
anthology+abstracts,emotion,papers,joint modeling of news reader{'}s and comment writer{'}s emotions
anthology+abstracts,emotion,papers,{d}eep{p}avlov at {s}em{e}val-2024 task 3: multimodal large language models in emotion reasoning
anthology+abstracts,emotion,papers,{k}az{e}mo{tts}: a dataset for {k}azakh emotional text-to-speech synthesis
anthology+abstracts,emotion,papers,multi-level emotion cause analysis by multi-head attention based multi-task learning
anthology+abstracts,emotion,papers,learning emotion from 100 observations: unexpected robustness of deep learning under strong data limitations
anthology+abstracts,emotion,papers,classifying emotions in customer support dialogues in social media
anthology+abstracts,emotion,papers,learning word groundings from humans facilitated by robot emotional displays
anthology+abstracts,emotion,papers,feelings from the {p}ast{---}{a}dapting affective lexicons for historical emotion analysis
anthology+abstracts,emotion,papers,findings of the shared task on emotion analysis in {t}amil
anthology+abstracts,emotion,papers,automatically select emotion for response via personality-affected emotion transition
anthology+abstracts,emotion,papers,inferring perceived demographics from user emotional tone and user-environment emotional contrast
anthology+abstracts,emotion,papers,"identifying emotions, intentions, and attitudes in text using a game with a purpose"
anthology+abstracts,emotion,papers,comparison of the methods of self-organizing maps and multidimensional scaling in analysis of {e}stonian emotion concepts
anthology+abstracts,emotion,papers,a comparative cross language view on acted databases portraying basic emotions utilising machine learning
anthology+abstracts,emotion,papers,readers vs. writers vs. texts: coping with different perspectives of text understanding in emotion annotation
anthology+abstracts,emotion,papers,the modulation of cooperation and emotion in dialogue: the {rec} corpus
anthology+abstracts,emotion,papers,using emotion to gain rapport in a spoken dialog system
anthology+abstracts,emotion,papers,"{chae}: fine-grained controllable story generation with characters, actions and emotions"
anthology+abstracts,emotion,papers,{qfnu}{\_}{cs} at {s}em{e}val-2024 task 3: a hybrid pre-trained model based approach for multimodal emotion-cause pair extraction task
anthology+abstracts,emotion,papers,discerning emotions of bloggers based on topics {--} a supervised coreference approach in {b}engali
anthology+abstracts,emotion,papers,annotation of emotions in real-life video interviews: variability between coders
anthology+abstracts,emotion,papers,reusing language resources for speech applications involving emotion
anthology+abstracts,emotion,papers,"{cl}ex: a lexicon for exploring color, concept and emotion associations in language"
anthology+abstracts,emotion,papers,emotion modeling from writer/reader perspectives using a microblog dataset
anthology+abstracts,emotion,papers,the construction and testing of a {m}andarin emotional speech database
anthology+abstracts,emotion,papers,emotion estimation from sentence using relation between {j}apanese slangs and emotion expressions
anthology+abstracts,emotion,papers,"experiencers, stimuli, or targets: which semantic roles enable machine learning to infer the emotions?"
anthology+abstracts,emotion,papers,emotion-based morality in {t}agalog and {e}nglish scenarios ({em}o{tes}-3{k}): a parallel corpus for explaining (im)morality of actions
anthology+abstracts,emotion,papers,emotion analysis using latent affective folding and embedding
anthology+abstracts,emotion,papers,a (psycho-)linguistically motivated scheme for annotating and exploring emotions in a genre-diverse corpus
anthology+abstracts,emotion,papers,emotion stimulus detection in {g}erman news headlines
anthology+abstracts,emotion,papers,annotating emotion in dialogue
anthology+abstracts,emotion,papers,"identifying emotional expressions, intensities and sentence level emotion tags using a supervised framework"
anthology+abstracts,emotion,papers,emotion and modifier in henry rider haggard{'}s novels
anthology+abstracts,emotion,papers,{emo}-{know}: a large scale dataset on emotion-cause
anthology+abstracts,emotion,papers,seernet at {e}mo{i}nt-2017: tweet emotion intensity estimator
anthology+abstracts,emotion,papers,{misc}: a mixed strategy-aware model integrating {comet} for emotional support conversation
anthology+abstracts,emotion,papers,event-driven emotion cause extraction with corpus construction
anthology+abstracts,emotion,papers,the {i}3{media} speech database: a trilingual annotated corpus for the analysis and synthesis of emotional speech
anthology+abstracts,emotion,papers,{e}mo{b}ank: studying the impact of annotation perspective and representation format on dimensional emotion analysis
anthology+abstracts,emotion,papers,"book review: sentiment analysis: mining opinions, sentiments, and emotions by bing {l}iu"
anthology+abstracts,emotion,papers,"us vs. them: a dataset of populist attitudes, news bias and emotions"
anthology+abstracts,emotion,papers,psy{ml} at {s}em{e}val-2018 task 1: transfer learning for sentiment and emotion analysis
anthology+abstracts,emotion,papers,variation in the expression and annotation of emotions: a {w}izard of {o}z pilot study
anthology+abstracts,emotion,papers,{mime}: {mim}icking emotions for empathetic response generation
anthology+abstracts,emotion,papers,a corpus-based method for extracting paraphrases of emotion terms
anthology+abstracts,emotion,papers,annotating emotions in meetings
anthology+abstracts,emotion,papers,emotion-cause pair extraction as sequence labeling based on a novel tagging scheme
anthology+abstracts,emotion,papers,{f}eeling{b}lue: a corpus for understanding the emotional connotation of color in context
anthology+abstracts,emotion,papers,word to sentence level emotion tagging for {b}engali blogs
anthology+abstracts,emotion,papers,emotion representation mapping for automatic lexicon construction (mostly) performs on human level
anthology+abstracts,emotion,papers,are emotions enumerable or decomposable? and its implications for emotion processing
anthology+abstracts,emotion,papers,{m}orphing{m}inds at {s}em{e}val-2024 task 10: emotion recognition in conversation in {h}indi-{e}nglish code-mixed conversations
anthology+abstracts,emotion,papers,a multi-turn machine reading comprehension framework with rethink mechanism for emotion-cause pair extraction
anthology+abstracts,emotion,papers,{j}e{s}em{e}: interleaving semantics and emotions in a web service for the exploration of language change phenomena
anthology+abstracts,emotion,papers,joint emotion analysis via multi-task {g}aussian processes
anthology+abstracts,emotion,papers,{lipn}-{uam} at {e}mo{i}nt-2017:combination of lexicon-based features and sentence-level vector representations for emotion intensity determination
anthology+abstracts,emotion,papers,probabilistic sense sentiment similarity through hidden emotions
anthology+abstracts,emotion,papers,from once upon a time to happily ever after: tracking emotions in novels and fairy tales
anthology+abstracts,emotion,papers,"evaluation de la d{\'e}tection des {\'e}motions, des opinions ou des sentiments : dictature de la majorit{\'e} ou respect de la diversit{\'e} d{'}opinions ? (evaluation of the detection of emotions, opinions or sentiments: majority dictatorship or respect for opinion diversity?)"
anthology+abstracts,emotion,papers,pair-based joint encoding with relational graph convolutional networks for emotion-cause pair extraction
anthology+abstracts,emotion,papers,{``}splink{''} is happy and {``}phrouth{''} is scary: emotion intensity analysis for nonsense words
anthology+abstracts,emotion,papers,the secret of metaphor on expressing stronger emotion
anthology+abstracts,emotion,papers,{techssn} at {s}em{e}val-2024 task 10: {lstm}-based approach for emotion detection in multilingual code-mixed conversations
anthology+abstracts,emotion,papers,"proceedings of the workshop on computational modeling of people{'}s opinions, personality, and emotions in social media ({peoples})"
anthology+abstracts,emotion,papers,an analysis of the effect of emotional speech synthesis on non-task-oriented dialogue system
anthology+abstracts,emotion,papers,{utfpr} at {iest} 2018: exploring character-to-word composition for emotion analysis
anthology+abstracts,emotion,papers,"emotion analysis in {nlp}: trends, gaps and roadmap for future directions"
anthology+abstracts,emotion,papers,exploring emotional words for {c}hinese document chief emotion analysis
anthology+abstracts,emotion,papers,evaluation of {c}hinese-{e}nglish machine translation of emotion-loaded microblog texts: a human annotated dataset for the quality assessment of emotion translation
anthology+abstracts,emotion,papers,dialogue scenario collection of persuasive dialogue with emotional expressions via crowdsourcing
anthology+abstracts,emotion,papers,an end-to-end network for emotion-cause pair extraction
anthology+abstracts,emotion,papers,{e}motion{l}ines: an emotion corpus of multi-party conversations
anthology+abstracts,emotion,papers,and that{'}s a fact: distinguishing factual and emotional argumentation in online dialogue
anthology+abstracts,emotion,papers,emotional speech corpus for persuasive dialogue system
anthology+abstracts,emotion,papers,metaphor as a medium for emotion: an empirical study
anthology+abstracts,emotion,papers,{\#}emotional tweets
anthology+abstracts,emotion,papers,{a}ug{esc}: dialogue augmentation with large language models for emotional support conversation
anthology+abstracts,emotion,papers,emotion and sentiment guided paraphrasing
anthology+abstracts,emotion,papers,整合個人化磁振造影深度神經網路之演算法技術 (joint modeling of individual neural responses using a deep voting fusion network for automatic emotion perception decoding)
anthology+abstracts,emotion,papers,ranking reader emotions using pairwise loss minimization and emotional distribution regression
anthology+abstracts,emotion,papers,{kmd}: a new {k}urdish multilabel emotional dataset for the {k}urdish {s}orani dialect
anthology+abstracts,emotion,papers,{elal}: an emotion lexicon for the analysis of {a}lsatian theatre plays
anthology+abstracts,emotion,papers,{v}arsini{\_}and{\_}{k}irthanna@{d}ravidian{l}ang{t}ech-{acl}2022-emotional analysis in {t}amil
anthology+abstracts,emotion,papers,identifying emotional and informational support in online health communities
anthology+abstracts,emotion,papers,interface databases: design and collection of a multilingual emotional speech database
anthology+abstracts,emotion,papers,{seprg}: sentiment aware emotion controlled personalized response generation
anthology+abstracts,emotion,papers,{e}motiphons: emotion markers in conversational speech - comparison across {i}ndian languages
anthology+abstracts,emotion,papers,{ntua}-{isl}ab at {s}em{e}val-2019 task 3: determining emotions in contextual conversations with deep learning
anthology+abstracts,emotion,papers,early {m}odern {d}utch comedies and farces in the spotlight: introducing {e}m{dc}om{f} and its emotion framework
anthology+abstracts,emotion,papers,{ubc}-{nlp} at {iest} 2018: learning implicit emotion with an ensemble of language models
anthology+abstracts,emotion,papers,analysing mistranslation of emotions in multilingual tweets by online {mt} tools
anthology+abstracts,emotion,papers,invited talk: modeling socio-emotional humanoid agent
anthology+abstracts,emotion,papers,manual annotation and automatic image processing of multimodal emotional behaviours: validating the annotation of {tv} interviews
anthology+abstracts,emotion,papers,alternation across semantic fields : a study of {m}andarin verbs of emotion
anthology+abstracts,emotion,papers,finding emotion holder from {b}engali blog {t}exts{---}{a}n unsupervised syntactic approach
anthology+abstracts,emotion,papers,exclamative sentences in emotion expressions in {m}andarin {c}hinese: a corpus-based approach
anthology+abstracts,emotion,papers,a co-attention neural network model for emotion cause analysis with emotional context awareness
anthology+abstracts,emotion,papers,knowledge-enhanced mixed-initiative dialogue system for emotional support conversations
anthology+abstracts,emotion,papers,emotion arcs of student narratives
anthology+abstracts,emotion,papers,modeling protagonist emotions for emotion-aware storytelling
anthology+abstracts,emotion,papers,towards emotional support dialog systems
anthology+abstracts,emotion,papers,an analysis of emotion communication channels in fan-fiction: towards emotional storytelling
anthology+abstracts,emotion,papers,hell hath no fury? correcting bias in the {nrc} emotion lexicon
anthology+abstracts,emotion,papers,how do we feel when a robot dies? emotions expressed on {t}witter before and after hitch{bot}{'}s destruction
anthology+abstracts,emotion,papers,{sinai}: machine learning and emotion of the crowd for sentiment analysis in microblogs
anthology+abstracts,emotion,papers,{hs}-{emo}: analyzing emotions in hate speech
anthology+abstracts,emotion,papers,analyzing emotional statements {--} roles of general and physiological variables
anthology+abstracts,emotion,papers,{m}ixed{e}motions: social semantic emotion analysis for innovative multilingual big data analytics markets
anthology+abstracts,emotion,papers,developing {j}apanese {w}ord{n}et affect for analyzing emotions
anthology+abstracts,emotion,papers,countering misinformation via emotional response generation
anthology+abstracts,emotion,papers,designing and recording an emotional speech database for corpus based synthesis in {b}asque
anthology+abstracts,emotion,papers,"{e}motion{a}rcs: emotion arcs for 9,000 literary texts"
anthology+abstracts,emotion,papers,beyond calories: evaluating how tailored communication reduces emotional load in diet-coaching
anthology+abstracts,emotion,papers,{e}milya: emotional body expression in daily actions database
anthology+abstracts,emotion,papers,{m}oji{t}alk: generating emotional responses at scale
anthology+abstracts,emotion,papers,emotions and {nlp}: future directions
anthology+abstracts,emotion,papers,proceedings of the {naacl} {hlt} 2010 workshop on computational approaches to analysis and generation of emotion in text
anthology+abstracts,emotion,papers,基于知识迁移的情感-原因对抽取(emotion-cause pair extraction based on knowledge-transfer)
anthology+abstracts,emotion,papers,"propagation of emotions, arousal and polarity in {w}ord{n}et using heterogeneous structured synset embeddings"
anthology+abstracts,emotion,papers,challenges of human vs machine translation of emotion-loaded {c}hinese microblog texts
anthology+abstracts,emotion,papers,{a}rt{el}ingo: a million emotion annotations of {w}iki{a}rt with emphasis on diversity over language and culture
anthology+abstracts,emotion,papers,{pandas}@{t}amil{nlp}-{acl}2022: emotion analysis in {t}amil text using language agnostic embeddings
anthology+abstracts,emotion,papers,empathetic and emotionally positive conversation systems with an emotion-specific query-response memory
anthology+abstracts,emotion,papers,emotion in code-switching texts: corpus construction and analysis
anthology+abstracts,emotion,papers,angry or sad ? emotion annotation for extremist content characterisation
anthology+abstracts,emotion,papers,{pal}: persona-augmented emotional support conversation generation
anthology+abstracts,emotion,papers,linguistic interpretation of emotions for affect {s}ensing from text
anthology+abstracts,emotion,papers,fluid dynamics-inspired emotional analysis in {s}hakespearean tragedies: a novel computational linguistics methodology
anthology+abstracts,emotion,papers,"lyrics, music, and emotions"
anthology+abstracts,emotion,papers,textual emotion processing from event analysis
anthology+abstracts,emotion,papers,generating story reviews using phrases expressing emotion
anthology+abstracts,emotion,papers,{emoc}ause: an easy-adaptable approach to extract emotion cause contexts
anthology+abstracts,emotion,papers,annotating student emotional states in spoken tutoring dialogues
anthology+abstracts,emotion,papers,應用機率式句法結構與隱含式語意索引於情緒語音合成之單元選取 (unit selection for corpus-based emotional speech synthesis using {pcfg} and {lsi}) [in {c}hinese]
anthology+abstracts,emotion,papers,{h}is{n}et: a polarity lexicon based on {w}ord{n}et for emotion analysis
anthology+abstracts,emotion,papers,以部落格語料進行情緒趨勢分析 (emotion trend analysis using blog corpora) [in {c}hinese]
anthology+abstracts,emotion,papers,construction of {mbti} personality estimation model considering emotional information
anthology+abstracts,emotion,papers,the colorful future of {llm}s: evaluating and improving {llm}s as emotional supporters for queer youth
anthology+abstracts,emotion,papers,guilt by association: emotion intensities in lexical representations
anthology+abstracts,emotion,papers,improving cross-domain hate speech generalizability with emotion knowledge
anthology+abstracts,emotion,papers,grumpiness ambivalently relates to negative and positive emotions in ironic {a}ustrian {g}erman text data
anthology+abstracts,emotion,papers,invited talk: from data to meaning in representation of emotions
anthology+abstracts,emotion,papers,{tweet emotion dynamics}: emotion word usage in tweets from {us} and {c}anada
anthology+abstracts,emotion,papers,"{w}ords: evaluative, emotional, colourful, musical!"
anthology+abstracts,emotion,papers,{i}magisaurus: an interactive visualizer of valence and emotion in the {r}oget{'}s thesaurus
anthology+abstracts,emotion,papers,summarize before aggregate: a global-to-local heterogeneous graph inference network for conversational emotion recognition
anthology+abstracts,emotion,papers,generating a word-emotion lexicon from {\#}emotional tweets
anthology+abstracts,emotion,papers,mirroring facial expressions and emotions in dyadic conversations
anthology+abstracts,emotion,papers,multi-granularity semantic aware graph model for reducing position bias in emotion cause pair extraction
anthology+abstracts,emotion,papers,improving multi-turn emotional support dialogue generation with lookahead strategy planning
anthology+abstracts,emotion,papers,depeche mood: a lexicon for emotion analysis from crowd annotated news
anthology+abstracts,emotion,papers,"learning emotion indicators from tweets: hashtags, hashtag patterns, and phrases"
anthology+abstracts,emotion,papers,building emotion lexicon from weblog corpora
anthology+abstracts,emotion,papers,learning and evaluating emotion lexicons for 91 languages
anthology+abstracts,emotion,papers,multi-lingual sentiment analysis of social data based on emotion-bearing patterns
anthology+abstracts,emotion,papers,emotional tendency identification for micro-blog topics based on multiple characteristics
anthology+abstracts,emotion,papers,topic and emotion development among {d}utch {covid}-19 {t}witter communities in the early pandemic
anthology+abstracts,emotion,papers,an embodied dialogue system with personality and emotions
anthology+abstracts,emotion,papers,language and mental health: measures of emotion dynamics from text as linguistic biosocial markers
anthology+abstracts,emotion,papers,"emotion co-referencing - emotional expression, holder, and topic"
anthology+abstracts,emotion,papers,l{'}expression des {\'e}motions dans les textes pour enfants : constitution d{'}un corpus annot{\'e} (expressing emotions in texts for children: constitution of an annotated corpus)
anthology+abstracts,emotion,papers,prior versus contextual emotion of a word in a sentence
anthology+abstracts,emotion,papers,towards emotional variation in speech-based natural language processing
anthology+abstracts,emotion,papers,emstremo: adapting emotional support response with enhanced emotion-strategy integrated selection
anthology+abstracts,emotion,papers,user guide for {kote}: {k}orean online that-gul emotions dataset
anthology+abstracts,emotion,papers,{e}mo{p}rompt-{ecpe}: emotion knowledge-aware prompt-tuning for emotion-cause pair extraction
anthology+abstracts,emotion,papers,distribution of emotional reactions to news articles in {t}witter
anthology+abstracts,emotion,papers,designing and recording an audiovisual database of emotional speech in {b}asque
anthology+abstracts,emotion,papers,emotions running high? a synopsis of the state of {t}urkish politics through the {p}arla{m}int corpus
anthology+abstracts,emotion,papers,{t}rans{esc}: smoothing emotional support conversation via turn-level state transition
anthology+abstracts,emotion,papers,end-to-end emotion-cause pair extraction based on sliding window multi-label learning
anthology+abstracts,emotion,papers,{e}mo{t}ag1200: understanding the association between emojis and emotions
anthology+abstracts,emotion,papers,about emotion identification in visual sentiment analysis
anthology+abstracts,emotion,papers,bootstrapped learning of emotion hashtags {\#}hashtags4you
anthology+abstracts,emotion,papers,nicolay-r at {s}em{e}val-2024 task 3: using flan-t5 for reasoning emotion cause in conversations with chain-of-thought on emotion states
anthology+abstracts,emotion,papers,multi-task learning and adapted knowledge models for emotion-cause extraction
anthology+abstracts,emotion,papers,"{comma}: modeling relationship among motivations, emotions and actions in language-based human activities"
anthology+abstracts,emotion,papers,emotion and inner state adverbials in {r}ussian
anthology+abstracts,emotion,papers,{m}u{se}: a multimodal dataset of stressed emotion
anthology+abstracts,emotion,papers,generative emotion cause triplet extraction in conversations with commonsense knowledge
anthology+abstracts,emotion,papers,emotional intensity estimation based on writer{'}s personality
anthology+abstracts,emotion,papers,{ctsm}: combining trait and state emotions for empathetic response model
anthology+abstracts,emotion,papers,{nlpzzx} at {s}em{e}val-2018 task 1: using ensemble method for emotion and sentiment intensity determination
anthology+abstracts,emotion,papers,context-aware interactive attention for multi-modal sentiment and emotion analysis
anthology+abstracts,emotion,papers,comparison of emotional understanding in modality-controlled environments using multimodal online emotional communication corpus
anthology+abstracts,emotion,papers,using word embeddings for identifying emotions relating to the body in a {n}eo-{a}ssyrian corpus
anthology+abstracts,emotion,papers,"toward a unifying model for opinion, sentiment and emotion information extraction"
anthology+abstracts,emotion,papers,"proceedings of the second workshop on computational modeling of people{'}s opinions, personality, and emotions in social media"
anthology+abstracts,emotion,papers,recent adventures with emotion-reading technology
anthology+abstracts,emotion,papers,disambiguating emotional connotations of words using contextualized word representations
anthology+abstracts,emotion,papers,emotion-cause pair extraction: a new task to emotion analysis in texts
anthology+abstracts,emotion,papers,{dmg}roup at {e}mo{i}nt-2017: emotion intensity using ensemble method
anthology+abstracts,emotion,papers,jointly identifying rhetoric and implicit emotions via multi-task learning
anthology+abstracts,emotion,papers,temporal tides of emotional resonance: a novel approach to identify mental health on social media
anthology+abstracts,emotion,papers,facilitating multi-turn emotional support conversation with positive emotion elicitation: a reinforcement learning approach
anthology+abstracts,emotion,papers,modeling word emotion in historical language: quantity beats supposed stability in seed word selection
anthology+abstracts,emotion,papers,social and emotional correlates of capitalization on {t}witter
anthology+abstracts,emotion,papers,semantic role labeling of emotions in tweets
anthology+abstracts,emotion,papers,construction of emotional lexicon using potts model
anthology+abstracts,emotion,papers,build {c}hinese emotion lexicons using a graph-based algorithm and multiple resources
anthology+abstracts,emotion,papers,emotion cause extraction on social media without human annotation
anthology+abstracts,emotion,papers,adversarial attention modeling for multi-dimensional emotion regression
anthology+abstracts,emotion,papers,the color of emotions in texts
anthology+abstracts,emotion,papers,modulating language models with emotions
anthology+abstracts,emotion,papers,unifying emotion analysis datasets using valence arousal dominance ({vad})
anthology+abstracts,emotion,papers,{ueca}-prompt: universal prompt for emotion cause analysis
